Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S5535,John,Jones,student4535@university.com,Female,19,CS,79.34,51.43,45.06,69.17,76.89,7.96,65.19,60.13,C,25.3,No,Yes,Bachelor's,High,9,5.2
S1859,Omar,Smith,student859@university.com,Female,19,CS,95.22,59.54,70.43,69.0,87.35,7.96,97.72,78.24,B,24.4,Yes,Yes,High School,Low,4,4.9
S5315,John,Williams,student4315@university.com,Male,22,Engineering,87.47,71.17,52.73,58.69,59.51,4.76,72.73,82.81,B,28.2,No,Yes,High School,Low,7,6.2
S1264,John,Jones,student264@university.com,Male,24,Business,99.34,84.45,67.43,99.93,73.61,0.84,65.34,60.21,B,6.2,No,Yes,,Medium,3,7.1
S5837,John,Brown,student4837@university.com,Female,23,CS,73.52,79.19,97.69,82.13,95.02,6.01,62.3,55.36,C,25.9,Yes,Yes,High School,Low,9,9.0
S2003,Ali,Johnson,student1003@university.com,Male,23,CS,89.91,61.89,44.44,61.6,92.19,5.23,50.03,78.13,B,26.2,Yes,Yes,PhD,Medium,6,6.6
S5977,Omar,Johnson,student4977@university.com,Male,21,Business,79.7,70.79,57.38,87.54,73.75,1.08,62.19,94.58,B,25.9,No,No,PhD,Medium,6,8.0
S3558,Liam,Jones,student2558@university.com,Female,24,CS,54.99,90.16,77.18,74.52,65.89,7.29,50.89,97.24,D,26.5,No,No,PhD,Low,6,4.2
S5986,Omar,Johnson,student4986@university.com,Male,18,Mathematics,70.41,87.25,69.76,69.22,98.9,9.83,57.4,50.43,C,9.7,No,Yes,,Medium,3,5.7
S2455,Ahmed,Brown,student1455@university.com,Male,18,CS,64.04,86.71,65.08,,97.18,4.13,90.7,95.81,D,19.2,No,Yes,,Medium,6,8.4
S4166,Emma,Davis,student3166@university.com,Male,24,CS,94.76,89.45,54.32,84.42,61.5,6.64,95.73,76.59,B,24.1,Yes,Yes,Bachelor's,Low,10,4.4
S5403,John,Jones,student4403@university.com,Male,20,Business,97.46,67.9,59.65,69.74,97.43,7.8,58.81,55.68,B,11.7,No,Yes,,High,8,4.1
S2563,Sara,Johnson,student1563@university.com,Female,22,Mathematics,81.58,97.27,73.62,65.01,62.77,7.59,91.81,60.99,D,13.4,No,Yes,Bachelor's,High,10,4.2
S2866,Sara,Brown,student1866@university.com,Male,21,CS,98.56,83.86,44.04,99.29,77.56,6.3,78.62,76.44,A,18.4,Yes,Yes,PhD,Medium,4,6.0
S4286,Emma,Davis,student3286@university.com,Male,18,Mathematics,77.44,61.96,87.61,60.75,51.43,8.31,76.57,61.74,C,22.8,No,Yes,High School,High,10,5.9
S2429,Omar,Brown,student1429@university.com,Female,18,Engineering,91.76,91.28,82.53,79.92,76.3,8.94,65.03,66.99,B,12.9,No,No,Master's,High,8,5.0
S1896,Emma,Smith,student896@university.com,Male,19,CS,61.06,90.23,64.4,90.88,81.77,7.42,66.62,93.23,D,14.6,Yes,Yes,,Low,5,5.0
S1552,Ahmed,Brown,student552@university.com,Male,20,CS,82.41,99.04,72.51,54.77,89.0,9.31,63.9,89.19,B,13.4,No,Yes,PhD,High,5,4.3
S2918,John,Brown,student1918@university.com,Male,18,CS,86.34,70.3,65.6,84.3,88.75,4.86,73.2,59.58,B,17.7,No,Yes,,Low,10,6.5
S5687,Ali,Jones,student4687@university.com,Male,18,Business,99.64,49.38,79.74,59.83,96.82,0.05,79.12,63.98,A,9.6,No,Yes,Bachelor's,Low,3,4.9
S5785,Omar,Brown,student4785@university.com,Female,20,CS,57.83,43.78,46.59,,84.43,0.92,60.49,80.87,F,8.9,Yes,Yes,Master's,Low,9,7.8
S3821,John,Smith,student2821@university.com,Male,22,CS,56.85,63.15,52.41,95.7,83.32,9.43,62.32,62.38,D,17.7,No,Yes,Master's,Low,9,5.6
S4381,Maria,Davis,student3381@university.com,Female,21,Business,,67.21,91.61,64.69,80.43,6.65,95.96,95.98,B,28.2,No,Yes,High School,Medium,5,4.6
S4848,Ali,Brown,student3848@university.com,Male,19,Engineering,73.47,97.25,62.13,74.27,97.15,9.0,97.37,63.45,A,28.8,No,Yes,,Low,9,6.6
S3461,Emma,Jones,student2461@university.com,Male,19,CS,55.42,56.59,49.26,92.14,60.21,8.2,92.21,57.34,D,29.0,No,Yes,PhD,Low,4,8.6
S3282,Liam,Williams,student2282@university.com,Male,23,Engineering,77.41,98.46,52.16,75.7,80.41,0.66,74.78,74.84,B,20.2,Yes,Yes,High School,Low,5,7.2
S5671,Ali,Jones,student4671@university.com,Male,23,CS,62.21,94.03,92.6,54.91,88.53,6.0,57.22,93.49,F,16.9,No,Yes,Master's,Low,7,6.9
S4555,Liam,Smith,student3555@university.com,Female,20,Business,81.13,72.29,53.21,93.89,92.92,3.59,84.18,60.21,A,10.3,No,No,PhD,Medium,9,8.1
S5071,Ahmed,Smith,student4071@university.com,Female,19,Business,57.83,55.45,99.05,,54.43,8.99,84.0,93.01,D,10.0,No,No,High School,Medium,10,8.4
S3379,Maria,Jones,student2379@university.com,Male,24,Engineering,,92.16,60.7,60.47,97.25,0.83,55.41,77.99,A,15.9,Yes,Yes,,Medium,4,4.3
S3809,Maria,Smith,student2809@university.com,Male,22,CS,66.69,65.27,79.21,50.48,96.2,3.64,91.64,77.15,F,5.9,No,Yes,Master's,Medium,2,5.8
S1844,Ahmed,Davis,student844@university.com,Female,23,Business,87.38,95.24,83.38,67.47,50.81,5.51,52.95,80.03,B,7.5,Yes,Yes,Bachelor's,Medium,4,7.3
S1766,Ahmed,Jones,student766@university.com,Female,21,CS,53.52,79.78,79.67,84.11,86.06,1.3,78.19,63.67,D,9.4,Yes,Yes,Master's,Low,6,7.6
S4679,Ali,Jones,student3679@university.com,Male,20,CS,53.11,47.64,55.56,95.97,72.39,3.68,82.23,65.45,D,19.8,Yes,Yes,Bachelor's,Low,6,4.1
S5217,John,Jones,student4217@university.com,Male,19,CS,63.39,60.21,85.79,,81.49,6.93,87.65,93.74,D,26.3,No,No,,Low,9,7.5
S3838,Ahmed,Smith,student2838@university.com,Male,24,Engineering,,79.06,66.31,79.1,54.68,6.54,93.52,77.79,B,28.0,Yes,Yes,High School,Medium,4,5.3
S4152,Liam,Johnson,student3152@university.com,Female,23,Business,,74.71,53.72,57.5,70.09,0.36,97.12,65.66,F,18.7,No,Yes,Master's,Medium,1,8.2
S3027,Liam,Jones,student2027@university.com,Male,19,Engineering,53.36,45.82,99.36,62.84,95.79,9.77,83.37,65.01,D,15.0,No,Yes,Bachelor's,Medium,4,6.5
S1719,Maria,Johnson,student719@university.com,Female,19,Business,73.96,60.81,87.85,79.5,55.26,9.67,75.71,76.54,D,19.7,No,Yes,PhD,Medium,8,8.9
S2735,Liam,Williams,student1735@university.com,Female,24,Mathematics,98.06,58.24,52.45,,89.96,9.21,80.68,70.11,A,12.7,Yes,No,Master's,Low,2,5.0
S1602,Maria,Jones,student602@university.com,Male,23,CS,,71.39,47.61,89.16,96.53,4.4,81.98,63.36,B,9.7,No,Yes,High School,Medium,6,4.1
S1295,Maria,Smith,student295@university.com,Male,24,Business,55.58,91.78,57.0,79.0,55.96,5.95,61.07,92.5,D,10.3,Yes,Yes,PhD,Medium,2,5.2
S2760,Liam,Davis,student1760@university.com,Male,19,CS,86.93,46.29,50.58,82.12,55.33,5.83,67.06,53.73,A,16.8,No,Yes,Bachelor's,Low,2,8.9
S2017,John,Johnson,student1017@university.com,Male,21,CS,76.78,56.59,93.96,73.76,56.27,1.14,69.54,92.31,C,6.0,No,Yes,,Low,8,8.2
S2097,Emma,Smith,student1097@university.com,Male,21,Mathematics,50.18,98.81,48.53,63.49,89.54,4.43,78.16,64.47,F,12.7,No,Yes,Master's,Medium,7,7.4
S1171,Ahmed,Jones,student171@university.com,Female,23,CS,74.12,49.15,52.8,90.17,85.03,5.24,82.25,85.38,C,23.4,No,Yes,PhD,High,9,7.2
S3149,Omar,Davis,student2149@university.com,Female,21,Engineering,,82.64,59.95,62.31,95.15,5.24,61.16,69.48,F,15.4,No,No,Master's,Medium,6,4.0
S4859,Ahmed,Smith,student3859@university.com,Male,22,CS,89.81,85.28,66.35,88.66,83.24,7.87,55.59,76.78,A,9.3,No,Yes,PhD,High,4,7.2
S2086,Ali,Jones,student1086@university.com,Male,21,Engineering,,65.95,81.7,67.98,95.44,4.93,51.47,65.4,D,22.1,No,Yes,,High,3,5.1
S4637,Ali,Smith,student3637@university.com,Male,23,Engineering,96.68,71.18,47.59,96.73,62.49,9.72,65.72,54.97,A,15.0,No,Yes,High School,High,10,8.8
S4596,Liam,Jones,student3596@university.com,Female,24,CS,74.92,61.22,92.58,61.18,95.74,6.19,62.4,80.86,F,12.4,No,No,PhD,High,7,7.0
S3525,Liam,Williams,student2525@university.com,Male,18,CS,87.87,75.21,47.03,60.09,72.39,9.06,99.29,84.78,B,16.8,No,Yes,Master's,Medium,5,5.1
S1338,Maria,Jones,student338@university.com,Male,23,Business,87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,A,17.9,No,Yes,Bachelor's,Low,10,5.1
S2128,Emma,Johnson,student1128@university.com,Male,21,CS,82.79,93.72,82.47,87.56,92.09,2.38,79.61,78.81,D,23.6,No,Yes,,Medium,5,6.2
S1051,Emma,Jones,student51@university.com,Female,20,CS,58.58,41.56,63.98,99.98,93.64,8.47,68.43,96.39,D,19.6,Yes,Yes,PhD,Medium,7,4.1
S3089,Ahmed,Brown,student2089@university.com,Male,23,Engineering,60.67,48.42,62.72,83.03,52.81,4.6,63.23,99.29,C,7.6,No,Yes,Bachelor's,Medium,5,4.0
S2367,Emma,Williams,student1367@university.com,Male,23,Engineering,89.74,99.76,50.96,54.64,82.37,3.1,57.48,82.8,A,8.9,No,Yes,,Medium,7,7.7
S2121,John,Smith,student1121@university.com,Female,22,Business,,41.38,83.29,73.89,79.99,0.89,84.31,91.15,B,12.3,No,Yes,,Medium,6,5.3
S1933,Ali,Smith,student933@university.com,Male,19,CS,80.75,74.34,92.94,60.91,51.15,2.39,65.19,66.81,A,13.0,No,Yes,High School,Low,2,7.4
S2987,Maria,Johnson,student1987@university.com,Male,24,CS,59.2,55.47,46.53,,78.1,4.1,62.71,99.38,D,20.8,Yes,No,Bachelor's,Low,10,5.9
S1447,Emma,Brown,student447@university.com,Male,24,CS,65.54,76.28,47.5,93.11,79.05,5.19,57.37,54.53,A,28.9,No,Yes,Bachelor's,Medium,1,8.8
S1989,Liam,Williams,student989@university.com,Male,18,Mathematics,54.02,84.54,87.47,72.78,90.2,9.88,81.82,64.32,F,18.5,Yes,Yes,,Low,5,4.5
S2754,Ahmed,Smith,student1754@university.com,Male,22,CS,71.94,82.57,58.83,77.86,72.95,4.27,96.58,86.45,F,26.6,No,No,Bachelor's,High,2,8.3
S3077,Omar,Smith,student2077@university.com,Female,23,CS,59.38,56.78,89.85,50.42,68.17,5.23,68.81,69.56,D,22.4,Yes,Yes,Bachelor's,High,5,7.7
S2051,Ali,Jones,student1051@university.com,Female,24,CS,70.43,74.33,43.72,52.86,67.4,1.33,95.73,76.23,D,15.0,No,No,Bachelor's,Low,6,4.5
S4603,Liam,Johnson,student3603@university.com,Male,18,Engineering,66.24,43.14,56.66,81.75,51.43,6.27,65.6,56.56,F,8.9,No,Yes,Bachelor's,Medium,7,4.6
S5517,Emma,Johnson,student4517@university.com,Male,21,Business,79.94,93.85,88.92,80.12,58.33,4.81,94.88,89.13,D,8.5,No,Yes,Bachelor's,Low,3,9.0
S5364,John,Williams,student4364@university.com,Male,18,CS,93.02,45.45,88.69,86.44,92.37,8.78,76.49,57.92,A,17.3,No,Yes,,Low,5,4.9
S5925,Emma,Smith,student4925@university.com,Male,24,Business,,72.29,46.42,,89.43,0.95,86.1,74.27,F,14.1,No,Yes,PhD,High,8,7.0
S2223,Omar,Williams,student1223@university.com,Female,21,Mathematics,75.63,81.77,57.74,61.04,66.29,6.19,97.23,56.77,D,26.3,No,Yes,Master's,Medium,6,5.3
S2275,Liam,Davis,student1275@university.com,Male,22,Business,96.72,59.52,95.61,74.29,88.73,5.16,51.26,82.54,A,12.3,No,Yes,PhD,Low,3,6.9
S1261,Emma,Johnson,student261@university.com,Male,20,Engineering,82.38,96.21,56.53,57.11,53.05,9.01,95.96,93.73,F,26.5,Yes,Yes,,Low,2,7.1
S5561,Sara,Davis,student4561@university.com,Male,19,Engineering,56.66,89.45,54.39,53.48,57.56,6.22,92.19,68.61,D,12.2,Yes,Yes,High School,Low,4,7.9
S5697,Ahmed,Brown,student4697@university.com,Female,18,Mathematics,84.83,94.57,82.64,61.73,82.14,6.71,71.18,91.79,C,11.6,No,Yes,Bachelor's,Medium,9,8.8
S1083,Liam,Davis,student83@university.com,Male,20,CS,57.47,47.48,99.31,71.92,61.2,4.6,77.66,69.53,D,29.2,No,Yes,Master's,Medium,10,4.4
S2029,Ahmed,Johnson,student1029@university.com,Male,21,Engineering,66.74,81.6,54.19,86.28,92.48,6.19,83.35,75.13,F,23.8,No,Yes,Master's,Low,9,5.6
S5211,Liam,Jones,student4211@university.com,Female,24,CS,80.48,56.78,93.45,98.03,87.76,2.31,65.68,84.9,C,11.8,Yes,Yes,PhD,Medium,3,4.2
S2731,John,Davis,student1731@university.com,Male,20,Business,87.76,68.52,57.93,90.22,79.33,6.75,87.85,64.23,A,29.6,No,Yes,Master's,Low,2,7.2
S2331,Emma,Brown,student1331@university.com,Male,24,Engineering,62.58,84.71,46.12,99.39,70.64,7.03,87.48,91.28,B,6.3,No,Yes,Master's,Medium,6,6.3
S4584,Ali,Smith,student3584@university.com,Female,21,Engineering,80.42,61.29,96.99,95.23,63.51,8.18,56.3,92.9,C,10.2,No,Yes,Master's,Medium,2,8.1
S2852,Emma,Brown,student1852@university.com,Female,22,Business,80.37,70.31,44.17,71.09,61.42,9.34,91.37,93.42,C,24.3,No,Yes,Master's,Low,8,9.0
S1324,Emma,Williams,student324@university.com,Female,19,Engineering,74.55,72.63,89.89,,60.14,8.91,75.75,60.11,C,24.0,No,Yes,PhD,Low,8,6.6
S2599,Ahmed,Johnson,student1599@university.com,Female,22,Engineering,71.53,84.92,91.19,60.39,81.08,7.5,87.73,93.03,A,10.5,No,No,PhD,Low,4,4.5
S5012,Sara,Jones,student4012@university.com,Female,21,CS,55.91,78.12,80.11,87.79,61.95,1.19,58.61,73.77,F,22.7,Yes,Yes,Master's,Medium,5,6.3
S2827,Liam,Johnson,student1827@university.com,Female,23,Engineering,90.48,54.48,68.48,58.17,83.29,5.65,70.78,67.89,A,23.0,No,Yes,High School,Medium,4,4.9
S3655,Ahmed,Johnson,student2655@university.com,Male,24,Mathematics,,77.15,71.43,79.68,96.52,8.55,79.41,79.51,F,21.6,No,Yes,,Low,2,7.7
S5493,Liam,Davis,student4493@university.com,Male,21,Business,,64.97,63.6,63.73,62.55,9.19,51.99,64.29,B,6.0,No,No,PhD,Low,5,5.8
S4948,Ahmed,Johnson,student3948@university.com,Male,19,Business,,42.89,69.75,,54.82,2.44,55.77,73.89,B,8.0,No,Yes,Bachelor's,Low,2,6.0
S1689,Sara,Smith,student689@university.com,Male,22,Mathematics,59.98,43.29,78.77,51.53,60.7,7.33,74.5,74.17,F,18.3,No,Yes,,Low,3,6.1
S5826,Liam,Davis,student4826@university.com,Female,20,Business,76.9,41.42,51.34,94.58,91.62,3.16,67.43,72.64,C,12.2,Yes,Yes,Bachelor's,Medium,9,5.2
S3528,Liam,Jones,student2528@university.com,Female,19,CS,64.75,94.1,99.85,64.16,90.9,2.93,63.74,70.78,D,6.4,Yes,Yes,,Medium,5,4.7
S5962,Emma,Jones,student4962@university.com,Male,18,CS,75.41,74.31,90.14,,52.55,9.65,97.68,55.35,B,6.6,Yes,Yes,Master's,High,5,7.8
S4819,Omar,Davis,student3819@university.com,Female,22,Engineering,64.46,41.06,59.65,93.92,61.14,6.21,88.47,93.29,D,25.4,Yes,Yes,,Medium,2,6.4
S4736,Ahmed,Johnson,student3736@university.com,Female,21,Engineering,76.1,45.28,43.71,59.0,54.37,2.84,51.28,66.56,B,14.5,No,Yes,PhD,Medium,10,8.0
S4973,Omar,Johnson,student3973@university.com,Female,18,Mathematics,55.27,60.81,83.08,79.94,66.13,2.46,66.66,53.36,F,24.0,No,Yes,Master's,Low,7,7.8
S1157,Sara,Brown,student157@university.com,Female,20,Business,79.99,85.08,85.4,90.37,70.87,1.79,53.75,82.88,B,29.3,No,Yes,Bachelor's,Low,1,4.3
S4776,Ahmed,Brown,student3776@university.com,Female,20,Engineering,86.5,45.54,78.29,80.47,64.95,3.3,92.36,54.42,A,27.0,Yes,Yes,,Low,8,5.6
S4386,Ali,Smith,student3386@university.com,Female,23,CS,52.65,78.96,71.24,83.57,76.95,6.64,59.08,94.92,C,23.0,No,Yes,Master's,Medium,5,7.8
S5558,Emma,Johnson,student4558@university.com,Male,20,CS,,41.32,51.01,,71.12,4.92,89.59,75.47,B,13.6,No,Yes,High School,High,4,6.9
S4249,Ahmed,Smith,student3249@university.com,Male,18,Business,67.04,50.51,60.63,76.21,78.58,1.24,69.87,65.76,B,15.3,Yes,Yes,High School,Medium,5,8.1
S1193,Omar,Brown,student193@university.com,Male,22,CS,80.57,99.83,87.61,,95.67,0.1,73.89,91.76,F,24.6,No,Yes,,Medium,6,7.5
S4011,Liam,Smith,student3011@university.com,Male,23,Mathematics,74.09,97.71,49.52,,85.41,5.8,50.2,91.77,C,15.3,Yes,Yes,Master's,High,7,7.8
S2222,Ali,Davis,student1222@university.com,Male,23,Engineering,56.98,50.52,94.14,63.29,89.92,0.87,60.15,90.87,D,11.1,No,Yes,High School,High,2,4.6
S1720,Sara,Jones,student720@university.com,Male,20,Mathematics,59.32,81.42,53.72,64.1,52.17,3.91,57.26,85.6,C,28.2,Yes,Yes,PhD,Low,5,5.4
S4618,Ahmed,Brown,student3618@university.com,Male,18,CS,88.73,92.17,70.47,85.94,82.58,0.46,86.65,93.2,A,10.7,Yes,Yes,,Low,6,6.8
S5991,John,Williams,student4991@university.com,Female,20,Engineering,55.54,59.68,63.09,,56.92,2.32,81.3,89.55,D,18.8,Yes,Yes,,Low,5,6.8
S5117,Omar,Brown,student4117@university.com,Male,24,CS,64.09,88.51,93.42,99.67,71.2,2.03,79.11,79.72,C,29.1,Yes,Yes,,High,6,7.1
S4276,Ahmed,Johnson,student3276@university.com,Female,19,Business,58.28,53.07,88.37,,50.92,9.98,75.64,62.94,F,11.8,No,Yes,PhD,Low,8,4.2
S5700,Sara,Johnson,student4700@university.com,Male,22,CS,96.1,78.05,85.12,,69.96,0.86,93.09,85.82,A,27.6,No,Yes,High School,Medium,9,5.0
S4001,Sara,Davis,student3001@university.com,Male,20,Engineering,58.23,49.84,61.07,72.69,61.0,9.5,89.63,53.66,C,14.9,No,Yes,Bachelor's,Low,9,8.9
S3688,Ahmed,Brown,student2688@university.com,Male,18,Engineering,99.99,47.1,61.55,51.98,70.31,3.65,84.11,75.44,A,29.4,No,Yes,,Low,5,6.1
S1854,Omar,Davis,student854@university.com,Male,22,CS,86.96,90.9,66.22,53.59,87.91,8.14,97.97,84.36,A,27.4,Yes,No,Bachelor's,Low,10,4.3
S1606,Omar,Smith,student606@university.com,Female,19,Engineering,79.57,59.31,93.81,58.4,83.39,8.43,54.15,92.5,D,18.1,Yes,Yes,,High,4,4.7
S5210,Omar,Davis,student4210@university.com,Male,23,Engineering,80.46,85.41,94.65,71.27,70.2,6.16,52.73,71.7,A,8.0,No,Yes,High School,Medium,5,7.2
S1061,Omar,Davis,student61@university.com,Male,19,CS,82.34,94.72,93.7,,79.49,6.06,57.93,88.6,B,22.0,No,Yes,,Low,3,4.8
S4687,Sara,Davis,student3687@university.com,Female,20,Engineering,55.12,46.92,50.86,73.43,60.58,2.95,66.66,66.64,D,12.0,No,Yes,High School,Low,4,5.7
S4292,Ali,Williams,student3292@university.com,Female,18,Engineering,92.26,69.02,70.76,78.47,68.35,0.79,97.21,94.34,A,26.9,No,Yes,,Medium,3,6.9
S3543,Maria,Williams,student2543@university.com,Female,21,Engineering,66.9,63.22,59.96,62.24,91.3,1.56,82.94,88.46,D,7.1,Yes,Yes,High School,Low,8,9.0
S1270,Emma,Johnson,student270@university.com,Male,20,Engineering,,84.29,92.05,56.48,78.02,8.78,66.53,56.31,C,27.2,No,Yes,PhD,High,3,7.0
S2954,John,Williams,student1954@university.com,Female,22,CS,83.01,84.34,51.26,89.82,99.28,4.66,59.51,92.61,F,19.3,No,Yes,Bachelor's,Low,2,8.3
S5617,Ahmed,Davis,student4617@university.com,Male,20,Mathematics,93.87,72.09,45.94,53.96,51.72,8.48,85.81,57.42,A,22.3,No,Yes,,High,4,5.2
S5506,Ali,Davis,student4506@university.com,Male,19,Business,97.55,69.75,53.46,67.04,66.27,5.11,51.88,67.15,B,28.8,Yes,Yes,Bachelor's,Low,4,5.5
S2927,John,Williams,student1927@university.com,Female,21,CS,94.86,66.99,67.0,56.93,50.42,1.01,73.99,90.66,B,26.5,Yes,Yes,Master's,High,4,8.3
S4553,Sara,Davis,student3553@university.com,Female,19,CS,75.93,67.64,85.65,86.05,66.02,5.72,74.76,89.64,A,25.5,No,Yes,High School,High,4,7.9
S2977,John,Jones,student1977@university.com,Female,23,Engineering,81.13,68.62,70.98,54.29,59.27,4.07,52.83,93.46,F,12.8,No,Yes,High School,High,8,4.8
S2807,Ahmed,Brown,student1807@university.com,Male,24,CS,81.29,56.32,86.44,86.04,88.61,9.11,67.08,76.44,C,14.9,No,No,PhD,High,4,7.6
S2947,Sara,Johnson,student1947@university.com,Female,20,Engineering,96.24,56.3,48.54,79.53,56.82,8.55,55.24,62.9,A,27.0,Yes,Yes,Master's,Medium,7,4.9
S5296,Sara,Brown,student4296@university.com,Female,19,CS,64.51,71.51,44.61,70.37,66.53,8.14,62.45,88.82,B,13.8,Yes,Yes,PhD,High,3,5.6
S2878,Maria,Brown,student1878@university.com,Female,23,CS,56.89,85.11,63.22,80.77,58.48,3.63,82.41,87.73,C,16.4,Yes,Yes,High School,Medium,7,6.1
S1668,Ahmed,Jones,student668@university.com,Male,21,CS,50.38,99.03,65.6,71.79,78.49,6.07,67.43,66.92,C,7.8,Yes,No,High School,Low,1,5.1
S2690,Emma,Jones,student1690@university.com,Female,20,Business,55.32,81.08,89.36,59.11,83.34,1.59,71.22,97.73,C,24.8,No,Yes,Bachelor's,Medium,10,4.3
S5442,Ahmed,Williams,student4442@university.com,Male,22,Engineering,94.0,50.41,48.35,65.18,68.38,9.75,87.78,87.45,A,6.3,No,Yes,,Medium,6,6.6
S3173,Sara,Brown,student2173@university.com,Female,21,Engineering,,64.8,99.58,63.96,95.34,6.15,65.42,70.19,F,15.4,No,Yes,PhD,Low,9,8.4
S5310,Ahmed,Johnson,student4310@university.com,Female,24,CS,71.18,74.95,97.77,61.61,80.35,8.14,53.01,53.09,B,16.3,No,Yes,,High,8,4.9
S1018,Liam,Jones,student18@university.com,Male,20,CS,65.14,40.68,42.28,50.34,94.28,9.44,56.29,65.33,B,17.4,No,Yes,,Medium,9,4.8
S5198,Omar,Williams,student4198@university.com,Male,23,CS,79.76,93.72,46.44,82.29,85.45,0.58,78.37,75.25,B,29.5,No,Yes,High School,Medium,3,6.1
S2432,Emma,Davis,student1432@university.com,Male,21,Business,53.07,52.55,62.24,85.82,58.57,6.15,86.68,55.26,D,26.3,No,Yes,Master's,Low,2,6.6
S2769,Ahmed,Smith,student1769@university.com,Female,21,CS,77.26,46.58,63.13,,90.03,5.85,64.14,88.34,C,29.3,No,Yes,Bachelor's,Medium,5,6.2
S3815,Liam,Jones,student2815@university.com,Male,20,CS,,97.47,71.92,52.32,88.42,1.5,53.67,81.01,B,14.2,Yes,Yes,PhD,Low,4,6.9
S5419,John,Brown,student4419@university.com,Male,18,CS,55.95,78.52,76.51,81.33,92.37,9.7,85.07,69.55,D,14.4,Yes,No,Master's,Low,1,8.8
S2184,Liam,Williams,student1184@university.com,Male,18,Mathematics,55.52,44.68,41.87,78.06,67.28,2.82,96.71,64.6,F,5.2,No,Yes,High School,High,5,6.9
S3028,Sara,Davis,student2028@university.com,Female,22,CS,83.57,94.16,67.16,62.82,80.56,3.32,52.82,51.23,C,5.8,No,Yes,PhD,Medium,9,4.7
S2547,Omar,Williams,student1547@university.com,Male,21,Engineering,91.44,64.02,70.88,82.75,63.18,6.18,62.71,88.62,A,10.9,Yes,Yes,,Medium,3,8.3
S1047,Omar,Jones,student47@university.com,Female,23,CS,86.73,51.24,45.67,65.74,92.75,5.77,98.7,91.8,A,10.2,No,Yes,Master's,High,4,5.0
S5984,Liam,Johnson,student4984@university.com,Female,20,Engineering,58.63,50.83,51.04,74.92,77.0,0.08,64.3,60.59,C,14.9,No,Yes,,High,3,7.7
S2365,Emma,Jones,student1365@university.com,Female,21,Business,82.07,98.76,91.86,56.87,66.86,4.05,79.49,76.24,F,29.2,No,Yes,Bachelor's,High,3,6.4
S5631,Omar,Williams,student4631@university.com,Male,24,CS,69.04,66.4,68.23,93.97,93.49,8.1,82.55,62.91,C,12.9,No,No,PhD,Medium,9,7.5
S5907,Ali,Johnson,student4907@university.com,Female,18,Mathematics,50.69,63.23,97.64,92.02,68.68,6.39,76.6,67.08,D,24.2,No,Yes,PhD,Low,8,4.8
S1580,Emma,Smith,student580@university.com,Female,24,Mathematics,94.13,49.67,92.45,76.3,79.63,2.29,77.75,88.14,B,14.7,No,Yes,Bachelor's,Medium,3,5.4
S5134,Omar,Smith,student4134@university.com,Female,18,CS,71.16,59.67,89.29,88.6,94.67,5.9,50.34,94.15,F,10.1,No,Yes,High School,Medium,3,4.8
S4691,Maria,Brown,student3691@university.com,Male,20,CS,92.12,69.64,60.62,,51.78,1.67,67.89,58.46,A,26.7,Yes,Yes,High School,High,9,7.5
S1785,Ali,Jones,student785@university.com,Female,19,Mathematics,,87.99,80.99,95.65,68.96,3.36,75.75,52.38,F,23.5,No,Yes,Bachelor's,Medium,3,6.0
S2179,John,Williams,student1179@university.com,Male,21,CS,88.17,54.09,50.57,55.65,81.4,1.89,59.58,68.82,A,27.2,Yes,Yes,,Low,3,7.2
S2714,Emma,Jones,student1714@university.com,Male,23,CS,98.22,47.15,85.39,97.6,57.97,6.07,68.16,81.1,B,5.7,No,Yes,,Medium,7,8.2
S4545,Ali,Johnson,student3545@university.com,Female,22,CS,68.27,98.83,51.16,86.82,82.23,2.28,92.64,91.44,C,8.6,Yes,Yes,Bachelor's,Low,3,4.5
S3406,Emma,Jones,student2406@university.com,Male,23,CS,95.75,72.35,76.25,50.11,50.17,7.83,52.79,53.19,B,12.1,No,Yes,High School,Medium,3,4.1
S3182,Omar,Brown,student2182@university.com,Male,24,Engineering,,79.79,94.92,53.95,91.04,3.13,96.29,67.59,F,16.9,Yes,Yes,PhD,Medium,8,6.8
S3884,Liam,Johnson,student2884@university.com,Male,23,Business,99.08,40.1,65.53,59.34,72.25,9.15,91.47,66.32,B,26.4,No,Yes,Bachelor's,Medium,7,7.5
S2092,Liam,Davis,student1092@university.com,Female,22,Engineering,74.93,83.34,95.18,56.7,87.37,1.73,82.15,92.91,C,29.2,Yes,Yes,,Low,5,8.3
S1248,Ali,Davis,student248@university.com,Female,22,Mathematics,64.25,78.92,62.12,,92.2,5.56,62.17,93.06,B,25.9,Yes,Yes,Bachelor's,Medium,5,4.6
S1402,John,Davis,student402@university.com,Male,21,Business,74.59,89.72,92.56,,66.63,2.64,74.59,99.25,C,27.0,No,Yes,,Medium,2,8.4
